"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
414	8.4e+07	"amateur detective voodoo resort crime solving"	"en"	"Scooby-Doo"	31.435539	2002-06-14	275650703	88	5.4	820	"Comedy"	2002	6	14	"Freddie Prinze"	"male"	"Raja"	"male"
4685	0	NA	"en"	"The Case of the Grinning Cat"	0.092562	2004-12-05	0	59	7.7	3	"Documentary"	2004	12	5	NA	NA	"Chris"	"male"
2367	0	"duringcreditsstinger"	"en"	"The Last Station"	3.659292	2009-09-04	0	112	6.7	55	"Drama"	2009	9	4	"James McAvoy"	"male"	"Michael"	"male"
926	5e+07	"competition moderator lasagne garfield"	"en"	"Garfield"	17.667826	2004-06-10	200804534	80	5.2	820	"Comedy"	2004	6	10	"Bill Murray"	"male"	"Peter"	"male"
4782	0	"christianity father son relationship georgia ark of the covenant minister"	"en"	"Flywheel"	1.048524	2003-01-01	0	120	6.8	19	"Drama"	2003	1	1	"Alex Kendrick"	"male"	"Alex"	"male"
4645	0	"woman director"	"en"	"Sugar Town"	0.375423	1999-09-17	0	92	5.5	2	"Comedy"	1999	9	17	"John Taylor"	"male"	"Allison"	"female"
4530	0	"romantic comedy"	"en"	"Never Again"	0.039077	2002-07-12	0	98	4	3	"Comedy"	2002	7	12	"Jeffrey Tambor"	"male"	"Eric"	"male"
1279	4e+07	"england secret intelligence service child hero wretch teen spy"	"en"	"Stormbreaker"	16.282962	2006-07-21	23937870	93	5.1	213	"Action"	2006	7	21	"Alex Pettyfer"	"male"	"Geoffrey"	"male"
1310	3.8e+07	"shopping mall las vegas security guard"	"en"	"Paul Blart: Mall Cop 2"	41.258487	2015-04-16	107597242	94	5	567	"Comedy"	2015	4	16	"Kevin James"	"male"	"Andy"	"male"
1521	3.2e+07	"dance musical furry talking animal anthropomorphism"	"en"	"Cats Don't Dance"	4.098444	1997-03-26	3566637	75	7.1	24	"Comedy"	1997	3	26	"Scott Bakula"	"male"	"Mark"	"male"
3100	1e+07	"rape ambulance ex-girlfriend memory unsimulated sex"	"en"	"The Brown Bunny"	3.412162	2004-08-27	0	93	5.5	62	"Drama"	2004	8	27	"Vincent Gallo"	"male"	"Vincent"	"male"
4149	0	NA	"en"	"The Ghastly Love of Johnny X"	0.209475	2013-04-26	0	106	6.6	8	"Comedy"	2013	4	26	"Will Keenan"	"male"	"Paul"	"male"
493	6e+07	"individual schizophrenia massachusetts love of one's life intelligence"	"en"	"A Beautiful Mind"	59.248437	2001-12-11	313542341	135	7.7	3009	"Drama"	2001	12	11	"Russell Crowe"	"male"	"Ron"	"male"
1837	2.5e+07	"martial arts hip-hop oakland asian asian man"	"en"	"Romeo Must Die"	19.750059	2000-03-20	91036760	115	6	330	"Thriller"	2000	3	20	"Jet Li"	"male"	"Andrzej"	"male"
1356	3.5e+07	"underwear tiger stag night hangover lost weekend"	"en"	"The Hangover"	82.21166	2009-06-05	459270619	100	7.2	6173	"Comedy"	2009	6	5	"Bradley Cooper"	"male"	"Todd"	"male"
3049	0	"high school scavenger hunt teenage crush slumber party teenager"	"en"	"Sleepover"	5.842299	2004-07-09	0	89	5.3	101	"Comedy"	2004	7	9	"Alexa PenaVega"	"female"	"Joe"	"male"
3727	0	"consignment"	"sv"	"Easy Money"	7.217328	2010-01-15	0	124	6.5	63	"Drama"	2010	1	15	"Joel Kinnaman"	"male"	"Daniel"	"male"
635	5.2e+07	"moon florida nasa spaceman race against time"	"en"	"Apollo 13"	68.140214	1995-06-30	355237933	140	7.3	1599	"Drama"	1995	6	30	"Tom Hanks"	"male"	"Ron"	"male"
151	7e+07	"denmark nordic mythology lie pride and vanity folk hero"	"en"	"Beowulf"	35.601665	2007-11-05	195735876	115	5.5	841	"Action"	2007	11	5	"Ray Winstone"	"male"	"Robert"	"male"
2067	2.1e+07	"gay mount rushmore national memorial swear word mephisto hell"	"en"	"South Park: Bigger, Longer & Uncut"	27.197799	1999-06-30	0	81	7.1	893	"Comedy"	1999	6	30	"Trey Parker"	"male"	"Trey"	"male"
3324	7500000	"racehorse"	"en"	"Outside Bet"	0.086731	2012-04-27	0	101	5.8	2	"Comedy"	2012	4	27	"Bob Hoskins"	"male"	"Sacha"	"female"
4187	1800000	"ufo extraterrestrial spaceship alien"	"en"	"Independence Daysaster"	1.959405	2013-06-27	0	86	4.2	22	"Action"	2013	6	27	"Casey Dubois"	"male"	"W.D."	NA
2632	1.5e+07	"china married couple backpacker firearm police"	"en"	"Transsiberian"	11.428903	2008-01-18	5926410	111	6.5	195	"Thriller"	2008	1	18	"Woody Harrelson"	"male"	"Brad"	"male"
2639	1.2e+07	"paris bomb vororte dystopia parkour"	"fr"	"District B13"	17.493735	2004-11-09	9584131	84	6.5	565	"Thriller"	2004	11	9	"David Belle"	"male"	"Pierre"	"male"
1080	0	"riot protest musical music cultural difference"	"en"	"Across the Universe"	11.872841	2007-09-14	0	133	7.1	410	"Drama"	2007	9	14	"Evan Rachel"	"male"	"Julie"	"female"
3778	0	"philosophy mentor artist painting friendship"	"en"	"The Art of Getting By"	12.690224	2011-06-17	1406224	83	6.5	415	"Drama"	2011	6	17	"Freddie Highmore"	"male"	"Gavin"	"male"
2051	0	"london england sex dying and death poet theatre milieu"	"en"	"The Libertine"	7.588597	2004-09-16	0	114	5.9	128	"Drama"	2004	9	16	"Johnny Depp"	"male"	"Laurence"	"male"
2593	0	"mortician tied to chair song and dance piano lesson fisticuffs"	"en"	"Idlewild"	2.711955	2006-08-25	0	121	5.1	17	"Drama"	2006	8	25	"Andr\u00e9 Benjamin"	NA	"Bryan"	"male"
4789	0	"addiction recovering drug addict estranged son"	"en"	"Clean"	1.464566	2004-09-01	0	111	6.7	17	"Drama"	2004	9	1	"Maggie Cheung"	"female"	"Olivier"	"male"
2484	1.6e+07	"artificial intelligence simulation computer program virtual reality dystopia"	"en"	"The Thirteenth Floor"	19.890428	1999-04-16	18564088	100	6.8	378	"Thriller"	1999	4	16	"Craig Bierko"	"male"	"Josef"	"male"
835	5.5e+07	"taxi restaurant zoo penguin ex husband"	"en"	"Mr. Popper's Penguins"	32.835777	2011-06-17	187361754	94	5.7	751	"Comedy"	2011	6	17	"Jim Carrey"	"male"	"Mark"	"male"
1276	4e+07	"liar literary agent"	"en"	"A Thousand Words"	13.119133	2012-03-07	22044277	91	6	373	"Drama"	2012	3	7	"Eddie Murphy"	"male"	"Brian"	"male"
1597	3e+07	"sport"	"en"	"Southpaw"	65.364452	2015-06-15	91709827	123	7.3	2067	"Drama"	2015	6	15	"Jake Gyllenhaal"	"male"	"Antoine"	"male"
948	0	"american football strike sport coach misfit"	"en"	"The Replacements"	14.837288	2000-08-07	0	118	6.1	203	"Comedy"	2000	8	7	"Keanu Reeves"	"male"	"Howard"	"male"
2804	12500000	"biography duringcreditsstinger"	"en"	"Casino Jack"	6.546037	2010-09-16	1083683	108	6	94	"Drama"	2010	9	16	"Kevin Spacey"	"male"	"George"	"male"
1574	3e+07	"pregnancy and birth surrogate mother"	"en"	"Baby Mama"	11.409124	2008-04-23	63833449	99	5.8	205	"Comedy"	2008	4	23	"Tina Fey"	"female"	"Michael"	"male"
3726	5e+06	"spain sex nudity psychopath murder"	"en"	"Sexy Beast"	11.21273	2000-09-13	0	89	7	217	"Drama"	2000	9	13	"Ray Winstone"	"male"	"Jonathan"	"male"
1168	4e+07	"cooking book cookbook blog recipe"	"en"	"Julie & Julia"	22.853006	2009-08-06	129540499	123	6.6	560	"Drama"	2009	8	6	"Meryl Streep"	"female"	"Nora"	"female"
1640	3.5e+07	"rape secret minnesota witness miner"	"en"	"North Country"	12.779201	2005-02-12	25224242	126	6.8	125	"Drama"	2005	2	12	"Charlize Theron"	"female"	"Niki"	"female"
3293	8e+06	"undercover mafia mobster crime family"	"en"	"10th & Wolf"	3.942464	2006-02-19	143451	107	6.3	24	"Drama"	2006	2	19	"James Marsden"	"male"	"Robert"	"male"
2261	2e+07	"in love with enemy indigenous island"	"en"	"Rapa Nui"	3.581906	1994-09-09	305070	107	6.2	33	"Adventure"	1994	9	9	"Jason Scott"	"male"	"Kevin"	"male"
1690	2.9e+07	"business woman ex-con duringcreditsstinger girl scouts"	"en"	"The Boss"	20.55509	2016-04-07	78636257	91	5.5	431	"Comedy"	2016	4	7	"Melissa McCarthy"	"female"	"Ben"	"male"
2572	1.5e+07	"pornography sex porn actor pornographic video from rags to riches"	"en"	"Boogie Nights"	19.85579	1997-09-11	43101594	155	7.5	796	"Drama"	1997	9	11	"Mark Wahlberg"	"male"	"Paul"	"male"
2898	1.2e+07	"war crimes mass murder war victim sino japanese war massacre"	"zh"	"City of Life and Death"	4.793348	2009-04-22	10652498	132	7.6	55	"Drama"	2009	4	22	"Liu Ye"	NA	"Lu"	"female"
1145	4e+07	"child abuse sense of guilt loss of child confidence psychology"	"en"	"The Sixth Sense"	73.085576	1999-08-06	672806292	107	7.7	3147	"Drama"	1999	8	6	"Bruce Willis"	"male"	"M."	NA
1134	4.8e+07	"saving the world brother brother relationship royalty dinosaur based on video game"	"en"	"Super Mario Bros."	14.587367	1993-05-28	20915465	104	4	232	"Comedy"	1993	5	28	"Bob Hoskins"	"male"	"Annabel"	"female"
111	1.5e+08	"destroy transformation alien based on toy transformers"	"en"	"Transformers"	25.468493	2007-06-27	709709780	144	6.6	4040	"Action"	2007	6	27	"Shia LaBeouf"	"male"	"Michael"	"male"
3866	3300000	"male nudity street gang brazilian photographer 1970s"	"pt"	"City of God"	44.356711	2002-02-05	30641770	130	8.1	1814	"Drama"	2002	2	5	"Alexandre Rodrigues"	"male"	"Fernando"	"male"
2710	0	"whiskey experimental film wallet cult director"	"fr"	"Wild Grass"	1.866443	2009-05-20	0	104	5.8	22	"Drama"	2009	5	20	"Andr\u00e9 Dussollier"	NA	"Alain"	"male"
1551	3.7e+07	"heir to the throne grandmother granddaughter relationship high school princess royalty"	"en"	"The Princess Diaries"	40.176265	2001-08-03	165335153	115	6.5	1023	"Comedy"	2001	8	3	"Anne Hathaway"	"female"	"Garry"	"male"
486	9e+07	"new york witch uprising witch hunter"	"en"	"The Last Witch Hunter"	52.612025	2015-10-21	146936910	106	5.7	1316	"Action"	2015	10	21	"Vin Diesel"	"male"	"Breck"	"male"
2947	1e+07	"miracle jesus christ last supper bible christian"	"en"	"The Visual Bible: The Gospel of John"	3.208172	2003-09-11	4069090	125	8.2	12	"Drama"	2003	9	11	"Christopher Plummer"	"male"	"Philip"	"male"
4443	850000	"gay coming out religion mormon"	"en"	"Latter Days"	5.424916	2003-07-10	819939	107	6.7	56	"Drama"	2003	7	10	"Steve Sandvoss"	"male"	"C."	NA
1384	3.5e+07	"funeral friends hospital aftercreditsstinger duringcreditsstinger"	"en"	"Friends with Benefits"	40.526587	2011-07-21	150483765	109	6.5	2237	"Comedy"	2011	7	21	"Justin Timberlake"	"male"	"Will"	"male"
2886	1.2e+07	"adolescence loss of father lion south africa bullying"	"en"	"Duma"	4.795244	2005-04-22	0	100	6.9	41	"Drama"	2005	4	22	"Alex Michaeletos"	"male"	"Carroll"	"male"
1904	2.5e+07	"gay parents kids relationship custody battle flush yoga"	"en"	"The Next Best Thing"	3.707511	2000-03-03	24362772	108	4.3	29	"Comedy"	2000	3	3	"Madonna Rupert"	"female"	"John"	"male"
157	1.4e+08	"moses bible ancient egypt 3d ramses"	"en"	"Exodus: Gods and Kings"	101.599427	2014-12-03	268031828	150	5.6	1921	"Drama"	2014	12	3	"Christian Bale"	"male"	"Ridley"	"male"
2847	1.2e+07	"friendship high school teenager classmate based on young adult novel"	"en"	"Paper Towns"	64.610671	2015-06-18	85512300	109	6.1	1937	"Drama"	2015	6	18	"Nat Wolff"	"male"	"Jake"	"male"
585	6.6e+07	"world war i horse farm life execution trapped"	"en"	"War Horse"	29.505574	2011-12-25	177584879	146	7	992	"Drama"	2011	12	25	"Tom Hiddleston"	"male"	"Steven"	"male"
2147	2e+07	"beach mossad secret agent insane asylum lye"	"en"	"The Debt"	14.857884	2010-04-11	45636368	113	6.3	257	"Drama"	2010	4	11	"Helen Mirren"	"female"	"John"	"male"
2597	0	"grifter con big con con game premarital sex"	"en"	"Confidence"	9.87419	2003-04-25	0	97	6.4	126	"Comedy"	2003	4	25	"Edward Burns"	"male"	"James"	"male"
2867	0	NA	"en"	"Screwed"	5.359381	2000-05-12	0	81	4.9	23	"Comedy"	2000	5	12	"Norm Macdonald"	"male"	"Scott"	"male"
2769	1.3e+07	"paris city portrait jazz subway new love"	"fr"	"Paris, je t'aime"	10.573191	2006-05-16	4857367	120	6.8	207	"Drama"	2006	5	16	"Steve Buscemi"	"male"	"Isabel"	"female"
1749	27500000	"anti terror terror cia loss of son police brutality"	"en"	"Rendition"	12.741073	2007-09-07	24748670	120	6.2	205	"Drama"	2007	9	7	"Omar Metwally"	"male"	"Gavin"	"male"
3922	0	"independent film woman director"	"en"	"Real Women Have Curves"	1.026243	2002-01-01	0	86	5.8	19	"Drama"	2002	1	1	"America Ferrera"	"female"	"Patricia"	"female"
3071	0	"adultery restaurant textile industry male friendship bourgeoisie"	"it"	"I Am Love"	5.355763	2009-09-05	0	120	6.9	73	"Drama"	2009	9	5	"Tilda Swinton"	"female"	"Luca"	"male"
4527	0	"independent film"	"en"	"Twin Falls Idaho"	0.619136	1999-07-30	0	111	7	11	"Drama"	1999	7	30	"Mark Polish"	"male"	"Michael"	"male"
235	97250400	"competition greece colosseum olympic games emperor"	"fr"	"Asterix at the Olympic Games"	20.344364	2008-01-13	132900000	116	5	471	"Comedy"	2008	1	13	"Clovis Cornillac"	"male"	"Thomas"	"male"
2420	0	NA	"en"	"Lottery Ticket"	9.054803	2010-08-20	0	99	5.6	54	"Comedy"	2010	8	20	"Shad Moss"	"male"	"Erik"	"male"
1245	4e+07	"street gang uncle female assassin witness to murder"	"en"	"Colombiana"	33.785969	2011-07-27	60965854	108	6.5	824	"Drama"	2011	7	27	"Zoe Saldana"	"female"	"Olivier"	"male"
564	7.2e+07	"symbolism water farm faith alien"	"en"	"Signs"	28.848187	2002-08-02	408247917	106	6.4	1599	"Drama"	2002	8	2	"Mel Gibson"	"male"	"M."	NA
2360	1.8e+07	NA	"en"	"Getaway"	16.520516	2013-08-29	10501938	90	4.9	246	"Action"	2013	8	29	"Ethan Hawke"	"male"	"Courtney"	"female"
2921	1.2e+07	NA	"en"	"Drive Hard"	3.94487	2014-05-26	0	96	3.9	74	"Comedy"	2014	5	26	"Thomas Jane"	"male"	"Brian"	"male"
1160	4e+07	"london england england 1970s spirit single mother"	"en"	"The Conjuring 2"	68.794673	2016-05-13	320170008	134	7	1949	"Horror"	2016	5	13	"Patrick Wilson"	"male"	"James"	"male"
2610	1.6e+07	"terror journalism new love sadness fbi"	"en"	"A Mighty Heart"	9.717392	2007-01-01	18928871	100	6.7	95	"Drama"	2007	1	1	"Angelina Jolie"	"female"	"Michael"	"male"
3188	0	"gay great britain narration glam rock bisexual"	"en"	"Velvet Goldmine"	10.932711	1998-10-23	1053788	119	6.9	116	"Drama"	1998	10	23	"Ewan McGregor"	"male"	"Todd"	"male"
97	1.5e+07	"monster godzilla giant monster destruction kaiju"	"ja"	"Shin Godzilla"	9.476999	2016-07-29	7.7e+07	120	6.5	143	"Drama"	2016	7	29	"Hiroki Hasegawa"	"male"	"Hideaki"	NA
1578	3.7e+07	"new york photographer editor-in-chief wish michael jackson"	"en"	"13 Going on 30"	41.569541	2004-04-13	96455697	98	6.3	1204	"Comedy"	2004	4	13	"Jennifer Garner"	"female"	"Gary"	"male"
4365	0	"independent film woman director"	"en"	"Walking and Talking"	0.367312	1996-07-17	0	86	6.6	7	"Drama"	1996	7	17	"Catherine Keener"	"female"	"Nicole"	"female"
1979	2.4e+07	"sport"	"en"	"Play It to the Bone"	5.566203	1999-12-25	8434146	124	5.7	53	"Drama"	1999	12	25	"Antonio Banderas"	"male"	"Ron"	"male"
2411	1.7e+07	"best man"	"en"	"The Best Man Holiday"	7.210095	2013-11-15	71625195	123	6.7	110	"Comedy"	2013	11	15	"Terrence Howard"	"male"	"Malcolm"	"male"
2724	18339750	"berlin poison dictator clerk ideology"	"de"	"Downfall"	32.445895	2004-09-08	92180910	156	7.7	1037	"Drama"	2004	9	8	"Bruno Ganz"	"male"	"Oliver"	"male"
4626	3e+05	"coming of age"	"en"	"Anderson's Cross"	0.006323	2010-05-20	0	98	0	0	"Drama"	2010	5	20	"Joanna Cassidy"	"female"	"Jerome"	"male"
2430	1.7e+07	"remake demon necronomicon duringcreditsstinger"	"en"	"Evil Dead"	33.912116	2013-04-05	97542952	91	6.4	1723	"Horror"	2013	4	5	"Jane Levy"	"female"	"Fede"	NA
304	1e+08	"mercenary battle ancient greece hercules warrior"	"en"	"Hercules"	76.842247	2014-07-23	243400000	99	5.6	1680	"Action"	2014	7	23	"Dwayne Johnson"	"male"	"Brett"	"male"
2505	0	"destruction of a civilization turkey"	"en"	"Ararat"	1.326264	2002-05-20	0	115	5.7	16	"Drama"	2002	5	20	"Simon Abkarian"	"male"	"Atom"	"male"
1295	3.9e+07	"biography sport"	"en"	"Against the Ropes"	2.817364	2004-02-20	6614280	106	4.5	32	"Drama"	2004	2	20	"Meg Ryan"	"female"	"Charles"	"male"
2875	1.2e+07	"love of one's life neighbor"	"en"	"Two Lovers"	8.290636	2008-11-19	3148182	110	6.6	154	"Drama"	2008	11	19	"Joaquin Phoenix"	"male"	"James"	"male"
1666	0	"casino monte carlo painting caper independent film"	"en"	"The Good Thief"	2.774811	2003-04-03	0	108	6	31	"Drama"	2003	4	3	"Nick Nolte"	"male"	"Neil"	"male"
477	8e+07	"usa president atomic bomb john f. kennedy kubakrise threat"	"en"	"Thirteen Days"	18.26121	2000-12-24	34566746	145	6.9	189	"Drama"	2000	12	24	"Kevin Costner"	"male"	"Roger"	"male"
1818	2.2e+07	"factory concentration camp hero holocaust world war ii"	"en"	"Schindler's List"	104.469351	1993-11-29	321365567	195	8.3	4329	"Drama"	1993	11	29	"Liam Neeson"	"male"	"Steven"	"male"
1046	4.5e+07	"judge professor mission of murder supreme court"	"en"	"The Pelican Brief"	17.923254	1993-12-16	195268056	141	6.3	371	"Drama"	1993	12	16	"Julia Roberts"	"female"	"Alan"	"male"
2105	2e+07	"whip kidnapping slavery plantation night shift"	"en"	"12 Years a Slave"	95.9229	2013-10-18	1.87e+08	134	7.9	3674	"Drama"	2013	10	18	"Chiwetel Ejiofor"	NA	"Steve"	"male"
1732	2.8e+07	"sport ice hockey"	"en"	"Mystery, Alaska"	4.436792	1999-10-01	8888143	119	6	69	"Drama"	1999	10	1	"Russell Crowe"	"male"	"Jay"	"male"
2143	3.5e+07	"cruise pilot ghost ship"	"en"	"Ghost Ship"	27.724913	2002-10-25	68349884	91	5.3	531	"Thriller"	2002	10	25	"Gabriel Byrne"	"male"	"Steve"	"male"
2837	1.2e+07	"woman director"	"en"	"Katy Perry: Part of Me"	8.410688	2012-06-28	32726956	93	6.5	85	"Music"	2012	6	28	"Katy Perry"	"female"	"Dan"	"male"
3636	5e+06	"suicide drug dealer redemption addict existentialism"	"en"	"Light Sleeper"	6.063868	1992-08-21	0	103	5.7	15	"Drama"	1992	8	21	"Willem Dafoe"	"male"	"Paul"	"male"
2873	1.2e+07	"independent film neighbor masturbation phone sex actress"	"en"	"Girl 6"	2.993939	1996-03-22	4939939	108	5.7	16	"Comedy"	1996	3	22	"Theresa Randle"	"female"	"Spike"	"male"
4552	5e+05	NA	"en"	"Girls Gone Dead"	1.600171	2012-03-28	0	104	3.5	14	"Comedy"	2012	3	28	"Katie Peterson"	"female"	"Michael"	"male"
1375	3.5e+07	"hero loyalty mockery supernatural powers high school"	"en"	"Sky High"	11.041659	2005-07-29	86369815	100	5.8	550	"Comedy"	2005	7	29	"Michael Angarano"	"male"	"Mike"	"male"
1210	4e+07	"amnesia mental institution patient trust false accusations"	"en"	"Gothika"	27.303608	2003-11-21	141591324	98	5.8	629	"Thriller"	2003	11	21	"Halle Berry"	"female"	"Mathieu"	"male"
294	1e+08	"fantasy miniature people"	"en"	"Epic"	36.711378	2013-05-15	268426634	102	6.4	1121	"Adventure"	2013	5	15	"Josh Hutcherson"	"male"	"Chris"	"male"
832	5.5e+07	"jealousy beauty immortality rivalry potion"	"en"	"Death Becomes Her"	29.498304	1992-07-30	149022650	104	6.3	636	"Comedy"	1992	7	30	"Meryl Streep"	"female"	"Robert"	"male"
1581	5.3e+07	"1970s war on drugs drug addiction drug traffic drug smuggle"	"en"	"Blow"	28.350529	2001-04-04	83282296	124	7.4	1317	"Drama"	2001	4	4	"Johnny Depp"	"male"	"Ted"	"male"
1589	3e+07	"love of animals horse identity crisis farm zebra"	"en"	"Racing Stripes"	8.058109	2005-01-06	93772522	102	5.1	123	"Comedy"	2005	1	6	"Frankie Muniz"	"male"	"Frederik"	"male"
1008	4.9e+07	"artificial intelligence android robot near future robot cop"	"en"	"Chappie"	116.700319	2015-03-04	104399548	120	6.6	3062	"Action"	2015	3	4	"Sharlto Copley"	NA	"Neill"	"male"
961	4e+07	"hippie exotic island beach map group dynamics"	"en"	"The Beach"	41.362082	2000-02-11	144056873	119	6.3	1233	"Drama"	2000	2	11	"Leonardo DiCaprio"	"male"	"Danny"	"male"
4380	1e+06	"fantasy enemy sister high school battlefield"	"en"	"The Battle of Shaker Heights"	5.20209	2003-08-22	0	79	5.6	17	"Drama"	2003	8	22	"Shia LaBeouf"	"male"	"Kyle"	"male"
3577	4600000	"shyness beach bicycle conversation friendship"	"en"	"The Way Way Back"	32.14444	2013-06-06	23198652	103	7.1	688	"Drama"	2013	6	6	"Liam James"	"male"	"Nat"	"male"
173	1.3e+08	"penguin musical aftercreditsstinger 3d"	"en"	"Happy Feet Two"	17.7735	2011-11-17	150406466	100	5.8	373	"Comedy"	2011	11	17	"Elijah Wood"	"male"	"George"	"male"
3926	3e+06	"poetry eroticism woman director"	"en"	"Kama Sutra - A Tale of Love"	3.937939	1996-09-11	4109095	117	5.7	35	"Drama"	1996	9	11	"Indira Varma"	"female"	"Mira"	"female"
4224	1500000	"medium evil spirit house warming aftercreditsstinger"	"en"	"Insidious"	58.594852	2010-09-13	97009150	103	6.8	1737	"Thriller"	2010	9	13	"Patrick Wilson"	"male"	"James"	"male"
2723	0	"woman director"	"en"	"The Caveman's Valentine"	4.722403	2001-01-19	0	105	6	27	"Drama"	2001	1	19	"Samuel L."	"male"	"Kasi"	"female"
2725	12806000	"brother brother relationship paraplegic intensive care ladykiller wheelchair"	"es"	"The Sea Inside"	17.363739	2004-09-03	38535221	125	7.2	219	"Drama"	2004	9	3	"Javier Bardem"	"male"	"Alejandro"	"male"
1634	3e+07	"drug abuse mexican standoff junkie prison cell snow storm"	"en"	"Assault on Precinct 13"	18.706504	2005-01-19	35294470	109	6	311	"Thriller"	2005	1	19	"Ethan Hawke"	"male"	"Jean-Fran\u00e7ois"	NA
2413	2e+07	"survivor violence self help guru tricycle prosthetic arm"	"en"	"Saw: The Final Chapter"	36.133536	2010-10-21	136150434	90	5.8	730	"Crime"	2010	10	21	"Tobin Bell"	"male"	"Kevin"	"male"
4450	0	NA	"en"	"American Hero"	5.023091	2015-12-11	0	86	5	62	"Comedy"	2015	12	11	"Stephen Dorff"	"male"	"Nick"	"male"
1621	1.9e+07	"skateboarding adoption friendship fate"	"en"	"Dumb and Dumberer: When Harry Met Lloyd"	15.67747	2003-06-13	39267515	85	4.1	210	"Comedy"	2003	6	13	"Mimi Rogers"	"female"	"Troy"	"male"
1317	3.8e+07	"sailing trip diary sailing survival coming of age"	"en"	"White Squall"	10.047579	1996-02-02	10300000	129	6.3	86	"Drama"	1996	2	2	"Jeff Bridges"	"male"	"Ridley"	"male"
3962	3e+06	"drug dealer police killer illegal drugs dealer"	"en"	"Open Road"	2.680629	2013-04-12	0	85	5.2	18	"Drama"	2013	4	12	"Camilla Belle"	"female"	"M\u00e1rcio"	NA
3402	7e+06	NA	"ru"	"The Snow Queen"	5.33861	2012-10-11	12400000	76	5.1	47	"Fantasy"	2012	10	11	"Ivan Okhlobystin"	"male"	"Vladlen"	NA
1523	3.2e+07	"berlin corruption nazi background love of one's life chauffeur"	"en"	"The Good German"	5.347936	2006-12-08	5914908	108	5.9	86	"Drama"	2006	12	8	"George Clooney"	"male"	"Steven"	"male"
2770	0	"sport"	"en"	"Resurrecting the Champ"	4.898437	2007-06-14	0	112	5.9	60	"Drama"	2007	6	14	"Samuel L."	"male"	"Rod"	"male"
4181	0	"chainsaw macabre uncle nephew relationship"	"en"	"Ed and His Dead Mother"	0.023436	1993-06-04	0	93	5.5	12	"Comedy"	1993	6	4	"Eric Christmas"	"male"	"Jonathan"	"male"
4291	1200000	"shotgun based on short film sadist pistol chained"	"en"	"Saw"	63.655973	2004-10-01	103911669	103	7.2	2184	"Crime"	2004	10	1	"Cary Elwes"	"male"	"James"	"male"
3520	3500159	"london england tradition indian lead culture clash immigration"	"en"	"Bend It Like Beckham"	22.054546	2002-04-11	76578641	112	6.2	578	"Drama"	2002	4	11	"Parminder Nagra"	"male"	"Gurinder"	"male"
1502	3.2e+07	"diving u.s. navy"	"en"	"Men of Honor"	24.147269	2000-09-13	48814909	129	7	544	"Drama"	2000	9	13	"Robert De"	"male"	"George"	"male"
3756	6e+06	"sport"	"en"	"3 Strikes"	1.433692	2000-03-01	9e+06	82	5.9	15	"Comedy"	2000	3	1	"Brian Hooks"	"male"	"DJ"	"male"
3500	0	NA	"en"	"Lucky Break"	0.669169	2001-08-24	0	107	6.5	11	"Comedy"	2001	8	24	"James Nesbitt"	"male"	"Peter"	"male"
4107	2e+06	"1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality"	"en"	"The Diary of a Teenage Girl"	18.224326	2015-08-07	1477002	98	6.8	279	"Drama"	2015	8	7	"Bel Powley"	NA	"Marielle"	"female"
4613	2e+05	"usa friendship survival scar family"	"en"	"Wendy and Lucy"	0.713906	2008-05-22	0	80	6.4	64	"Drama"	2008	5	22	"Michelle Williams"	"female"	"Kelly"	"female"
490	8e+07	"dying and death time travel romance dinosaur"	"en"	"A Sound of Thunder"	7.342892	2005-05-15	5989640	110	4.8	111	"Thriller"	2005	5	15	"Heike Makatsch"	"female"	"Peter"	"male"
968	5e+07	"detective secret fbi homicide evidence"	"en"	"Murder by Numbers"	16.167093	2002-04-19	56714147	120	6	268	"Drama"	2002	4	19	"Sandra Bullock"	"female"	"Barbet"	NA
3732	0	"obsession love obsessive love actor"	"en"	"Love and Death on Long Island"	0.933891	1997-01-01	0	93	6.9	11	"Drama"	1997	1	1	"John Hurt"	"male"	"Richard"	"male"
3211	7e+06	"taxi country music journalist guitar bar"	"en"	"Crazy Heart"	17.697042	2009-12-16	39462438	112	6.8	274	"Drama"	2009	12	16	"Jeff Bridges"	"male"	"Scott"	"male"
2646	1.5e+07	NA	"en"	"Silent Trigger"	2.609057	1996-06-26	76382	93	5	22	"Drama"	1996	6	26	"Dolph Lundgren"	"male"	"Russell"	"male"
2509	15500000	"small town mutant meteor meat alien"	"en"	"Slither"	17.327279	2006-03-31	0	95	6.3	317	"Comedy"	2006	3	31	"Nathan Fillion"	"male"	"James"	"male"
2069	2.1e+07	"japan time travel ninja"	"en"	"Teenage Mutant Ninja Turtles III"	10.207065	1993-03-17	4.2e+07	96	5.1	184	"Comedy"	1993	3	17	"Paige Turco"	"female"	"Stuart"	"male"
2716	1.4e+07	"shyness based on novel unrequited love neighbor family relationships"	"en"	"Flipped"	24.210698	2010-08-06	1755212	89	7.4	418	"Drama"	2010	8	6	"Madeline Carroll"	"female"	"Rob"	"male"
